Date,SKU Code,SKU Name,Platform,Ad Spend (₹),Impressions,Clicks,CTR,Ad Orders,Attributed Revenue (₹),ROAS,ACoS
2026-08-10,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Amazon,677,20987,896,4.27%,57,23883,35.28x,2.8%
2026-08-09,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Flipkart,508,16256,302,1.86%,33,13827,27.22x,3.7%
2026-08-08,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Meesho,1273,45828,1032,2.25%,134,56146,44.11x,2.3%
2026-08-07,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Myntra,1182,42552,2220,5.22%,112,46928,39.70x,2.5%
2026-08-06,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Own Website,1323,31752,879,2.77%,32,13408,10.13x,9.9%
2026-08-05,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Amazon,225,7425,326,4.39%,21,8799,39.11x,2.6%
2026-08-04,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Flipkart,1020,21420,731,3.41%,51,21369,20.95x,4.8%
2026-08-03,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Meesho,1236,21012,876,4.17%,94,39386,31.87x,3.1%
2026-08-02,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Myntra,834,28356,489,1.72%,41,17179,20.60x,4.9%
2026-08-01,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Own Website,480,10080,367,3.64%,44,18436,38.41x,2.6%
2026-07-31,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Amazon,569,21053,401,1.90%,33,13827,24.30x,4.1%
2026-07-30,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Flipkart,792,30888,863,2.79%,118,49442,62.43x,1.6%
2026-07-29,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Meesho,158,5056,207,4.09%,8,3352,21.22x,4.7%
2026-07-28,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Myntra,360,14040,230,1.64%,25,10475,29.10x,3.4%
2026-08-11,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Amazon,454,14074,681,4.84%,48,20112,44.30x,2.3%
2026-08-10,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Flipkart,273,9828,221,2.25%,32,13408,49.11x,2.0%
2026-08-09,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Meesho,1200,40800,1312,3.22%,195,81705,68.09x,1.5%
2026-08-08,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Myntra,697,19516,1065,5.46%,127,53213,76.35x,1.3%
2026-08-07,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Own Website,1154,19618,445,2.27%,47,19693,17.06x,5.9%
2026-08-06,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Amazon,693,23562,446,1.89%,47,19693,28.42x,3.5%
2026-08-05,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Flipkart,444,12876,330,2.56%,15,6285,14.16x,7.1%
2026-08-04,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Meesho,852,16188,826,5.10%,40,16760,19.67x,5.1%
2026-08-03,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Myntra,453,11778,473,4.02%,16,6704,14.80x,6.8%
2026-08-02,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Own Website,227,5221,253,4.85%,36,15084,66.45x,1.5%
2026-08-01,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Amazon,480,8160,228,2.79%,10,4190,8.73x,11.5%
2026-07-31,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Flipkart,652,10432,200,1.92%,18,7542,11.57x,8.6%
2026-07-30,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Meesho,661,11237,236,2.10%,18,7542,11.41x,8.8%
2026-07-29,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Myntra,843,26976,1437,5.33%,111,46509,55.17x,1.8%
2026-07-28,RM-Shampoo+RM-Hair-Serum,Anti-Hairfall Shampoo with Rosemary Hair Serum,Own Website,990,20790,501,2.41%,69,28911,29.20x,3.4%
2026-08-11,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Flipkart,517,16544,437,2.64%,46,19274,37.28x,2.7%
2026-08-10,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Meesho,398,15522,245,1.58%,13,5447,13.69x,7.3%
2026-08-09,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Myntra,329,12502,625,5.00%,83,34777,105.71x,0.9%
2026-08-08,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Own Website,1073,24679,945,3.83%,30,12570,11.71x,8.5%
2026-08-07,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Amazon,1084,39024,1388,3.56%,142,59498,54.89x,1.8%
2026-08-06,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Flipkart,1202,33656,524,1.56%,19,7961,6.62x,15.1%
2026-08-05,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Meesho,1302,24738,1044,4.22%,75,31425,24.14x,4.1%
2026-08-04,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Myntra,704,27456,955,3.48%,100,41900,59.52x,1.7%
2026-08-03,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Own Website,989,21758,967,4.44%,58,24302,24.57x,4.1%
2026-08-02,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Amazon,598,9568,198,2.07%,27,11313,18.92x,5.3%
2026-08-01,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Flipkart,334,12024,384,3.19%,57,23883,71.51x,1.4%
2026-07-31,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Meesho,1157,25454,1206,4.74%,168,70392,60.84x,1.6%
2026-07-30,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Myntra,620,20460,711,3.48%,39,16341,26.36x,3.8%
2026-07-29,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Own Website,1183,23660,841,3.55%,48,20112,17.00x,5.9%
2026-07-28,RM_Hair_Oil,"Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support",Amazon,1332,45288,1474,3.25%,141,59079,44.35x,2.3%
2026-08-11,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Meesho,341,5115,172,3.36%,17,7123,20.89x,4.8%
2026-08-10,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Myntra,186,2790,115,4.12%,15,6285,33.79x,3.0%
2026-08-09,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Own Website,1219,20723,792,3.82%,57,23883,19.59x,5.1%
2026-08-08,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Amazon,1065,34080,1557,4.57%,159,66621,62.55x,1.6%
2026-08-07,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Flipkart,442,10166,434,4.27%,47,19693,44.55x,2.2%
2026-08-06,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Meesho,931,15827,850,5.37%,27,11313,12.15x,8.2%
2026-08-05,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Myntra,1349,31027,1044,3.36%,52,21788,16.15x,6.2%
2026-08-04,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Own Website,760,12920,335,2.59%,20,8380,11.03x,9.1%
2026-08-03,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Amazon,568,16472,485,2.94%,42,17598,30.98x,3.2%
2026-08-02,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Flipkart,1306,27426,877,3.20%,129,54051,41.39x,2.4%
2026-08-01,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Meesho,1163,31401,1254,3.99%,39,16341,14.05x,7.1%
2026-07-31,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Myntra,1117,24574,1025,4.17%,122,51118,45.76x,2.2%
2026-07-30,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Own Website,663,15249,749,4.91%,40,16760,25.28x,4.0%
2026-07-29,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Amazon,182,3094,134,4.33%,9,3771,20.72x,4.8%
2026-07-28,Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer,"Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care",Flipkart,226,8588,452,5.26%,16,6704,29.66x,3.4%
2026-08-11,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Myntra,1262,34074,997,2.93%,77,32263,25.56x,3.9%
2026-08-10,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Own Website,798,23142,392,1.69%,37,15503,19.43x,5.1%
2026-08-09,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Amazon,302,10872,566,5.21%,83,34777,115.16x,0.9%
2026-08-08,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Flipkart,750,16500,702,4.25%,91,38129,50.84x,2.0%
2026-08-07,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Meesho,516,18060,933,5.17%,56,23464,45.47x,2.2%
2026-08-06,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Myntra,192,4224,168,3.98%,15,6285,32.73x,3.1%
2026-08-05,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Own Website,747,11952,504,4.22%,62,25978,34.78x,2.9%
2026-08-04,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Amazon,819,31122,1641,5.27%,222,93018,113.58x,0.9%
2026-08-03,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Flipkart,1033,24792,755,3.05%,94,39386,38.13x,2.6%
2026-08-02,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Meesho,529,9522,319,3.35%,22,9218,17.43x,5.7%
2026-08-01,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Myntra,1102,39672,1920,4.84%,78,32682,29.66x,3.4%
2026-07-31,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Own Website,753,23343,511,2.19%,47,19693,26.15x,3.8%
2026-07-30,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Amazon,1288,27048,883,3.26%,99,41481,32.21x,3.1%
2026-07-29,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Flipkart,1118,27950,982,3.51%,93,38967,34.85x,2.9%
2026-07-28,VEQIX HAIR OIL 1,Praya HairOil for Hair fall Control and Growth Hair Oil With Neem Lotus Tea Tree Hair Oil ( 100 ML),Meesho,717,25095,1337,5.33%,102,42738,59.61x,1.7%
2026-08-11,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Own Website,333,7659,218,2.85%,16,6704,20.13x,5.0%
2026-08-10,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Amazon,749,19474,786,4.04%,65,27235,36.36x,2.8%
2026-08-09,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Flipkart,783,19575,591,3.02%,58,24302,31.04x,3.2%
2026-08-08,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Meesho,789,11835,186,1.57%,8,3352,4.25x,23.5%
2026-08-07,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Myntra,551,21489,644,3.00%,78,32682,59.31x,1.7%
2026-08-06,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Own Website,572,21164,1096,5.18%,161,67459,117.94x,0.8%
2026-08-05,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Amazon,1165,40775,697,1.71%,76,31844,27.33x,3.7%
2026-08-04,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Flipkart,739,25865,562,2.17%,23,9637,13.04x,7.7%
2026-08-03,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Meesho,639,14058,406,2.89%,18,7542,11.80x,8.5%
2026-08-02,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Myntra,1024,20480,1055,5.15%,94,39386,38.46x,2.6%
2026-08-01,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Own Website,638,14036,336,2.39%,29,12151,19.05x,5.3%
2026-07-31,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Amazon,958,20118,312,1.55%,31,12989,13.56x,7.4%
2026-07-30,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Flipkart,1026,36936,1202,3.25%,61,25559,24.91x,4.0%
2026-07-29,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Meesho,377,12818,309,2.41%,27,11313,30.01x,3.3%
2026-07-28,RM-Hair-Oil-DH-Serum,Hair Oil with Rosemary Pro Hair Serum,Myntra,1304,36512,1183,3.24%,126,52794,40.49x,2.5%
2026-08-11,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Amazon,1289,21913,518,2.36%,56,23464,18.20x,5.5%
2026-08-10,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Flipkart,1328,30544,1108,3.63%,96,40224,30.29x,3.3%
2026-08-09,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Meesho,590,20060,1086,5.41%,52,21788,36.93x,2.7%
2026-08-08,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Myntra,152,5016,231,4.61%,26,10894,71.67x,1.4%
2026-08-07,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Own Website,998,31936,1273,3.99%,190,79610,79.77x,1.3%
2026-08-06,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Amazon,367,8074,239,2.96%,34,14246,38.82x,2.6%
2026-08-05,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Flipkart,713,17825,502,2.82%,60,25140,35.26x,2.8%
2026-08-04,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Meesho,172,3612,150,4.15%,11,4609,26.80x,3.7%
2026-08-03,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Myntra,983,17694,510,2.88%,69,28911,29.41x,3.4%
2026-08-02,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Own Website,1191,34539,1062,3.07%,121,50699,42.57x,2.3%
2026-08-01,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Amazon,537,15036,777,5.17%,105,43995,81.93x,1.2%
2026-07-31,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Flipkart,602,9030,174,1.93%,11,4609,7.66x,13.1%
2026-07-30,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Meesho,937,30921,1376,4.45%,198,82962,88.54x,1.1%
2026-07-29,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Myntra,723,23136,737,3.19%,71,29749,41.15x,2.4%
2026-07-28,VQ-Honey-Almond-Body-Lotion-003,Veqix Almond Nourshing Body Lotion 900ml,Own Website,1201,31226,1332,4.27%,74,31006,25.82x,3.9%
2026-08-11,VQ-Flaxseed-Gel-03,Veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Flipkart,564,17484,377,2.16%,52,21788,38.63x,2.6%
2026-08-10,VQ-Flaxseed-Gel-03,Veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Meesho,676,18252,327,1.79%,29,12151,17.97x,5.6%
2026-08-09,VQ-Flaxseed-Gel-03,Veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Myntra,325,9100,452,4.97%,55,23045,70.91x,1.4%
2026-08-08,VQ-Flaxseed-Gel-03,Veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Own Website,745,17880,492,2.75%,41,17179,23.06x,4.3%
2026-08-07,VQ-Flaxseed-Gel-03,Veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Amazon,1095,33945,913,2.69%,71,29749,27.17x,3.7%
2026-08-06,VQ-Flaxseed-Gel-03,Veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Flipkart,1258,42772,978,2.29%,95,39805,31.64x,3.2%
2026-08-05,VQ-Flaxseed-Gel-03,Veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Meesho,655,14410,678,4.71%,35,14665,22.39x,4.5%
2026-08-04,VQ-Flaxseed-Gel-03,Veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Myntra,193,3474,159,4.58%,20,8380,43.42x,2.3%
2026-08-03,VQ-Flaxseed-Gel-03,Veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Own Website,580,15080,542,3.59%,39,16341,28.17x,3.5%
2026-08-02,VQ-Flaxseed-Gel-03,Veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair,Amazon,1132,38488,2109,5.48%,145,60755,53.67x,1.9%
